sim_time,cart_joint_position,pole_joint_position,cart_joint_velocity,pole_joint_velocity,control_input_0
3.818000000,0.000973249,-0.000102505,-0.000967669,0.000103915,0.001282881
3.838000000,0.000954111,-0.000100445,-0.000948218,0.000102217,0.001256163
3.858000000,0.000935356,-0.000098420,-0.000929181,0.000100476,0.001230195
3.878000000,0.000916978,-0.000096430,-0.000910543,0.000098718,0.001204753
3.898000000,0.000898969,-0.000094474,-0.000892272,0.000097032,0.001179089
3.918000000,0.000881321,-0.000092552,-0.000874402,0.000095274,0.001154591
3.938000000,0.000864026,-0.000090667,-0.000856907,0.000093512,0.001130524
3.958000000,0.000847076,-0.000088817,-0.000839796,0.000091688,0.001107360
3.978000000,0.000830466,-0.000087003,-0.000823031,0.000089915,0.001084518
3.998000000,0.000814186,-0.000085223,-0.000806599,0.000088209,0.001061768
